"trust_promise","male","age","edu","unemployed","rural","political_know","cntry","country_year","year"
2,1,33,12,-11,2,4,"AR","AR-2006",2006
2,1,32,,-11,2,2,"AR","AR-2006",2006
2,2,52,15,-11,2,3,"AR","AR-2006",2006
2,1,35,7,-11,2,3,"AR","AR-2006",2006
2,2,66,18,-11,2,3,"AR","AR-2006",2006
1,2,65,3,1,2,2,"AR","AR-2006",2006
1,1,63,5,-11,2,2,"AR","AR-2006",2006
1,2,18,7,1,2,2,"AR","AR-2006",2006
1,1,49,12,-11,2,4,"AR","AR-2006",2006
2,2,36,8,-11,2,4,"AR","AR-2006",2006
1,2,31,7,1,2,2,"AR","AR-2006",2006
2,2,41,7,-11,2,2,"AR","AR-2006",2006
99,2,51,3,-11,2,2,"AR","AR-2006",2006
2,1,39,12,-11,2,3,"AR","AR-2006",2006
2,2,27,11,1,2,4,"AR","AR-2006",2006
1,1,62,8,-11,2,4,"AR","AR-2006",2006
4,2,41,8,-11,2,2,"AR","AR-2006",2006
2,2,67,4,1,2,2,"AR","AR-2006",2006
2,1,42,7,-11,2,4,"AR","AR-2006",2006
2,2,46,7,1,2,2,"AR","AR-2006",2006
3,2,34,7,1,2,2,"AR","AR-2006",2006
3,2,59,7,-11,2,3,"AR","AR-2006",2006
1,1,35,7,-11,2,,"AR","AR-2006",2006
2,2,49,9,1,2,4,"AR","AR-2006",2006
1,2,48,9,-11,2,3,"AR","AR-2006",2006
2,2,39,10,-11,2,3,"AR","AR-2006",2006
2,1,58,7,-11,2,4,"AR","AR-2006",2006
5,1,39,12,-11,2,4,"AR","AR-2006",2006
2,1,75,4,1,2,3,"AR","AR-2006",2006
2,1,30,7,-11,2,5,"AR","AR-2006",2006
2,1,33,7,-11,2,3,"AR","AR-2006",2006
2,1,59,8,-11,2,4,"AR","AR-2006",2006
1,1,56,12,1,2,4,"AR","AR-2006",2006
1,2,30,8,1,2,2,"AR","AR-2006",2006
2,2,64,9,-11,2,3,"AR","AR-2006",2006
99,1,64,3,1,2,,"AR","AR-2006",2006
2,2,32,10,-11,2,2,"AR","AR-2006",2006
2,1,61,2,1,2,4,"AR","AR-2006",2006
2,1,43,12,-11,2,3,"AR","AR-2006",2006
2,2,41,14,-11,2,3,"AR","AR-2006",2006
1,2,43,3,-11,2,3,"AR","AR-2006",2006
2,2,61,7,1,2,2,"AR","AR-2006",2006
3,2,19,5,1,2,2,"AR","AR-2006",2006
1,2,32,7,1,2,,"AR","AR-2006",2006
2,1,60,12,-11,2,4,"AR","AR-2006",2006
2,1,50,13,-11,2,2,"AR","AR-2006",2006
2,2,53,7,1,2,4,"AR","AR-2006",2006
2,2,63,7,1,2,4,"AR","AR-2006",2006
2,2,40,7,1,2,4,"AR","AR-2006",2006
2,1,33,15,-11,2,5,"AR","AR-2006",2006
1,1,53,10,-11,2,4,"AR","AR-2006",2006
4,2,43,12,1,2,2,"AR","AR-2006",2006
3,2,43,7,1,2,3,"AR","AR-2006",2006
3,2,67,3,1,2,,"AR","AR-2006",2006
1,2,63,,1,2,4,"AR","AR-2006",2006
1,2,39,7,1,2,1,"AR","AR-2006",2006
2,1,50,9,-11,2,3,"AR","AR-2006",2006
2,1,37,7,-11,2,3,"AR","AR-2006",2006
2,1,44,9,-11,2,4,"AR","AR-2006",2006
2,2,25,7,1,2,2,"AR","AR-2006",2006
1,2,57,7,-11,2,2,"AR","AR-2006",2006
2,1,25,12,-11,2,4,"AR","AR-2006",2006
2,2,45,3,1,2,3,"AR","AR-2006",2006
1,2,49,7,1,2,4,"AR","AR-2006",2006
4,2,20,7,1,2,2,"AR","AR-2006",2006
4,1,26,7,-11,2,2,"AR","AR-2006",2006
2,2,31,10,-11,2,2,"AR","AR-2006",2006
2,1,18,10,-11,2,3,"AR","AR-2006",2006
1,1,34,10,-11,2,5,"AR","AR-2006",2006
1,1,31,8,-11,2,2,"AR","AR-2006",2006
2,2,28,18,-11,1,2,"AR","AR-2006",2006
2,2,32,16,1,1,4,"AR","AR-2006",2006
2,2,31,16,-11,1,4,"AR","AR-2006",2006
2,1,25,18,-11,1,4,"AR","AR-2006",2006
3,1,33,16,-11,1,4,"AR","AR-2006",2006
2,2,30,17,-11,1,2,"AR","AR-2006",2006
2,2,61,18,-11,1,4,"AR","AR-2006",2006
2,1,39,18,-11,1,4,"AR","AR-2006",2006
2,1,90,7,1,1,4,"AR","AR-2006",2006
2,1,30,18,-11,1,4,"AR","AR-2006",2006
2,1,29,10,-11,1,4,"AR","AR-2006",2006
1,1,57,12,-11,1,5,"AR","AR-2006",2006
1,2,48,7,1,1,2,"AR","AR-2006",2006
2,1,26,15,-11,1,2,"AR","AR-2006",2006
3,2,56,15,-11,1,4,"AR","AR-2006",2006
2,2,38,17,-11,1,2,"AR","AR-2006",2006
2,1,59,17,1,1,4,"AR","AR-2006",2006
1,1,47,18,-11,1,4,"AR","AR-2006",2006
1,2,39,15,-11,1,5,"AR","AR-2006",2006
4,2,53,12,-11,1,2,"AR","AR-2006",2006
4,2,49,13,-11,1,4,"AR","AR-2006",2006
3,1,27,15,-11,1,3,"AR","AR-2006",2006
2,2,35,15,-11,1,3,"AR","AR-2006",2006
1,2,43,10,1,1,1,"AR","AR-2006",2006
1,2,30,10,-11,1,4,"AR","AR-2006",2006
1,1,56,18,-11,1,4,"AR","AR-2006",2006
1,1,34,18,-11,1,5,"AR","AR-2006",2006
1,1,63,18,-11,1,5,"AR","AR-2006",2006
2,2,49,12,-11,1,4,"AR","AR-2006",2006
1,1,42,18,-11,1,4,"AR","AR-2006",2006
1,1,35,18,-11,1,5,"AR","AR-2006",2006
1,2,59,12,1,1,3,"AR","AR-2006",2006
1,1,20,7,-11,1,2,"AR","AR-2006",2006
1,1,53,8,1,1,4,"AR","AR-2006",2006
1,2,43,12,1,1,3,"AR","AR-2006",2006
1,1,56,7,1,1,2,"AR","AR-2006",2006
2,1,58,15,-11,1,4,"AR","AR-2006",2006
1,2,28,15,-11,1,4,"AR","AR-2006",2006
1,2,65,8,-11,1,4,"AR","AR-2006",2006
1,2,40,12,1,1,3,"AR","AR-2006",2006
3,2,45,18,-11,1,4,"AR","AR-2006",2006
2,2,25,14,-11,1,4,"AR","AR-2006",2006
2,1,32,14,-11,1,5,"AR","AR-2006",2006
99,1,19,13,-11,1,2,"AR","AR-2006",2006
3,1,60,18,-11,1,4,"AR","AR-2006",2006
2,2,31,15,-11,1,5,"AR","AR-2006",2006
1,2,39,10,1,1,4,"AR","AR-2006",2006
1,1,63,18,1,1,2,"AR","AR-2006",2006
3,2,60,12,1,1,5,"AR","AR-2006",2006
4,1,34,18,-11,1,2,"AR","AR-2006",2006
1,1,47,12,-11,1,2,"AR","AR-2006",2006
2,2,33,12,-11,1,4,"AR","AR-2006",2006
3,2,62,9,1,1,3,"AR","AR-2006",2006
4,1,26,7,-11,1,5,"AR","AR-2006",2006
1,2,74,5,1,1,3,"AR","AR-2006",2006
1,1,33,11,-11,1,2,"AR","AR-2006",2006
1,2,58,12,-11,1,4,"AR","AR-2006",2006
3,2,23,12,-11,1,3,"AR","AR-2006",2006
2,2,29,10,1,1,2,"AR","AR-2006",2006
1,2,51,13,1,1,4,"AR","AR-2006",2006
1,2,44,11,1,1,2,"AR","AR-2006",2006
1,2,64,12,-11,1,2,"AR","AR-2006",2006
1,2,36,14,-11,1,4,"AR","AR-2006",2006
2,2,35,14,-11,1,4,"AR","AR-2006",2006
3,1,52,10,-11,1,5,"AR","AR-2006",2006
5,1,27,16,-11,1,3,"AR","AR-2006",2006
2,1,27,14,-11,1,4,"AR","AR-2006",2006
1,2,37,15,-11,1,1,"AR","AR-2006",2006
1,2,72,7,1,1,2,"AR","AR-2006",2006
1,1,33,17,-11,1,4,"AR","AR-2006",2006
2,1,62,18,-11,1,4,"AR","AR-2006",2006
1,1,40,16,-11,1,4,"AR","AR-2006",2006
3,2,42,10,-11,1,3,"AR","AR-2006",2006
99,1,52,1,-11,1,,"AR","AR-2006",2006
4,2,28,11,1,1,5,"AR","AR-2006",2006
2,2,44,12,1,1,5,"AR","AR-2006",2006
2,1,27,17,-11,1,5,"AR","AR-2006",2006
2,1,31,15,-11,1,4,"AR","AR-2006",2006
99,2,37,15,-11,1,,"AR","AR-2006",2006
5,2,67,12,1,1,4,"AR","AR-2006",2006
2,2,44,14,-11,1,4,"AR","AR-2006",2006
3,2,52,12,1,1,3,"AR","AR-2006",2006
1,1,35,15,-11,1,3,"AR","AR-2006",2006
2,1,32,18,-11,1,4,"AR","AR-2006",2006
2,1,43,12,-11,1,4,"AR","AR-2006",2006
1,1,25,15,-11,1,3,"AR","AR-2006",2006
3,1,63,7,1,1,4,"AR","AR-2006",2006
3,1,27,16,-11,1,4,"AR","AR-2006",2006
1,2,46,7,-11,1,3,"AR","AR-2006",2006
5,1,25,10,1,1,3,"AR","AR-2006",2006
5,2,34,15,1,1,4,"AR","AR-2006",2006
2,2,29,10,1,1,2,"AR","AR-2006",2006
2,1,31,7,-11,1,2,"AR","AR-2006",2006
1,2,51,7,-11,1,1,"AR","AR-2006",2006
1,1,29,14,-11,1,4,"AR","AR-2006",2006
1,1,44,18,1,1,5,"AR","AR-2006",2006
1,2,26,12,1,1,2,"AR","AR-2006",2006
4,1,27,8,-11,1,4,"AR","AR-2006",2006
5,1,31,16,-11,1,4,"AR","AR-2006",2006
2,2,35,12,-11,1,4,"AR","AR-2006",2006
1,1,42,12,-11,1,4,"AR","AR-2006",2006
3,2,63,12,1,1,4,"AR","AR-2006",2006
2,1,31,14,-11,1,4,"AR","AR-2006",2006
2,1,42,12,-11,1,2,"AR","AR-2006",2006
1,2,51,7,-11,1,2,"AR","AR-2006",2006
1,2,57,12,-11,1,4,"AR","AR-2006",2006
1,2,39,8,1,1,1,"AR","AR-2006",2006
2,2,34,12,1,1,5,"AR","AR-2006",2006
3,1,25,12,1,1,3,"AR","AR-2006",2006
2,1,60,9,-11,1,4,"AR","AR-2006",2006
2,2,36,12,1,1,4,"AR","AR-2006",2006
2,2,60,7,-11,1,4,"AR","AR-2006",2006
1,2,46,12,-11,1,4,"AR","AR-2006",2006
3,2,62,8,1,1,3,"AR","AR-2006",2006
1,1,20,13,-11,1,2,"AR","AR-2006",2006
1,2,35,7,1,1,2,"AR","AR-2006",2006
2,2,54,9,1,1,4,"AR","AR-2006",2006
1,2,69,8,1,1,4,"AR","AR-2006",2006
4,2,46,7,1,1,2,"AR","AR-2006",2006
1,2,64,9,1,1,2,"AR","AR-2006",2006
1,2,49,11,-11,1,2,"AR","AR-2006",2006
1,1,49,7,-11,1,4,"AR","AR-2006",2006
1,1,36,12,-11,1,4,"AR","AR-2006",2006
2,2,29,13,-11,1,2,"AR","AR-2006",2006
2,2,28,7,1,1,4,"AR","AR-2006",2006
3,1,44,15,-11,1,5,"AR","AR-2006",2006
1,1,53,13,-11,1,3,"AR","AR-2006",2006
4,1,42,7,-11,1,2,"AR","AR-2006",2006
4,1,68,4,1,1,4,"AR","AR-2006",2006
1,2,51,11,1,1,3,"AR","AR-2006",2006
2,2,57,12,1,1,3,"AR","AR-2006",2006
2,2,57,8,1,1,4,"AR","AR-2006",2006
2,2,65,7,1,1,2,"AR","AR-2006",2006
2,2,27,12,1,1,2,"AR","AR-2006",2006
1,1,28,12,-11,1,3,"AR","AR-2006",2006
1,2,36,14,-11,1,5,"AR","AR-2006",2006
1,2,35,9,1,1,4,"AR","AR-2006",2006
1,1,51,6,-11,1,1,"AR","AR-2006",2006
1,1,50,12,-11,1,2,"AR","AR-2006",2006
3,1,19,7,-11,1,3,"AR","AR-2006",2006
2,1,55,18,-11,1,4,"AR","AR-2006",2006
3,2,60,12,1,1,2,"AR","AR-2006",2006
2,1,58,15,-11,1,5,"AR","AR-2006",2006
1,2,65,12,-11,1,5,"AR","AR-2006",2006
1,2,48,16,1,1,5,"AR","AR-2006",2006
1,1,31,15,-11,1,5,"AR","AR-2006",2006
5,1,61,12,-11,1,5,"AR","AR-2006",2006
99,1,42,10,-11,1,,"AR","AR-2006",2006
3,2,65,7,-11,1,2,"AR","AR-2006",2006
1,1,49,14,-11,1,4,"AR","AR-2006",2006
1,1,35,15,-11,1,5,"AR","AR-2006",2006
1,2,30,12,1,1,2,"AR","AR-2006",2006
2,2,26,8,1,1,4,"AR","AR-2006",2006
1,1,72,7,-11,1,,"AR","AR-2006",2006
4,1,58,8,-11,1,3,"AR","AR-2006",2006
3,2,63,4,1,1,4,"AR","AR-2006",2006
1,2,47,15,-11,1,2,"AR","AR-2006",2006
1,1,61,13,-11,1,4,"AR","AR-2006",2006
1,1,52,8,-11,1,2,"AR","AR-2006",2006
1,2,42,13,1,1,3,"AR","AR-2006",2006
2,2,35,10,-11,1,4,"AR","AR-2006",2006
2,1,46,9,-11,1,2,"AR","AR-2006",2006
1,1,57,10,1,1,2,"AR","AR-2006",2006
2,2,28,7,1,1,2,"AR","AR-2006",2006
1,2,20,7,-11,1,2,"AR","AR-2006",2006
1,2,32,12,1,1,4,"AR","AR-2006",2006
1,1,30,3,-11,1,4,"AR","AR-2006",2006
2,1,26,10,-11,1,4,"AR","AR-2006",2006
1,2,27,12,1,1,,"AR","AR-2006",2006
1,2,43,7,-11,1,2,"AR","AR-2006",2006
4,2,46,12,1,1,4,"AR","AR-2006",2006
1,2,35,7,1,1,4,"AR","AR-2006",2006
1,2,35,12,1,1,5,"AR","AR-2006",2006
1,1,29,13,-11,1,4,"AR","AR-2006",2006
1,1,52,17,-11,1,5,"AR","AR-2006",2006
1,1,18,9,-11,1,2,"AR","AR-2006",2006
1,2,45,8,-11,1,5,"AR","AR-2006",2006
1,2,39,10,-11,1,2,"AR","AR-2006",2006
5,2,76,4,1,1,4,"AR","AR-2006",2006
2,1,30,18,-11,1,4,"AR","AR-2006",2006
2,1,31,12,-11,1,4,"AR","AR-2006",2006
2,2,40,18,-11,1,2,"AR","AR-2006",2006
1,1,40,16,-11,1,1,"AR","AR-2006",2006
1,1,45,12,-11,1,1,"AR","AR-2006",2006
1,2,31,18,-11,1,4,"AR","AR-2006",2006
1,2,41,12,1,1,3,"AR","AR-2006",2006
1,1,35,15,-11,1,3,"AR","AR-2006",2006
2,2,36,12,-11,1,2,"AR","AR-2006",2006
2,2,50,18,-11,1,5,"AR","AR-2006",2006
2,1,71,11,1,1,4,"AR","AR-2006",2006
4,1,55,12,-11,1,2,"AR","AR-2006",2006
2,1,26,12,-11,1,2,"AR","AR-2006",2006
4,2,25,9,-11,1,3,"AR","AR-2006",2006
5,2,30,15,-11,1,4,"AR","AR-2006",2006
2,1,44,18,-11,1,4,"AR","AR-2006",2006
2,2,52,12,-11,1,4,"AR","AR-2006",2006
2,1,25,15,-11,1,4,"AR","AR-2006",2006
2,1,18,12,-11,1,4,"AR","AR-2006",2006
2,1,37,15,-11,1,4,"AR","AR-2006",2006
3,2,65,12,-11,1,5,"AR","AR-2006",2006
1,2,58,12,-11,1,2,"AR","AR-2006",2006
2,2,54,15,-11,1,2,"AR","AR-2006",2006
2,2,41,18,-11,1,4,"AR","AR-2006",2006
2,2,45,18,-11,1,4,"AR","AR-2006",2006
2,2,37,15,-11,1,4,"AR","AR-2006",2006
2,1,62,7,1,1,4,"AR","AR-2006",2006
3,2,29,15,-11,1,,"AR","AR-2006",2006
2,1,56,12,-11,1,2,"AR","AR-2006",2006
3,2,46,7,1,1,2,"AR","AR-2006",2006
2,1,25,14,-11,1,2,"AR","AR-2006",2006
4,2,31,11,1,1,4,"AR","AR-2006",2006
1,1,69,8,1,1,1,"AR","AR-2006",2006
3,2,50,12,1,1,1,"AR","AR-2006",2006
2,1,64,9,1,1,4,"AR","AR-2006",2006
2,1,65,12,-11,1,4,"AR","AR-2006",2006
2,2,38,15,-11,1,4,"AR","AR-2006",2006
3,1,45,15,1,1,4,"AR","AR-2006",2006
2,2,58,7,1,1,3,"AR","AR-2006",2006
2,1,62,12,-11,1,4,"AR","AR-2006",2006
2,1,37,11,-11,1,4,"AR","AR-2006",2006
1,2,32,12,1,1,4,"AR","AR-2006",2006
3,2,29,15,-11,1,3,"AR","AR-2006",2006
1,1,74,4,1,1,3,"AR","AR-2006",2006
2,2,49,10,-11,1,5,"AR","AR-2006",2006
2,2,31,18,-11,1,4,"AR","AR-2006",2006
2,2,45,12,1,1,3,"AR","AR-2006",2006
2,1,63,12,1,1,4,"AR","AR-2006",2006
2,1,65,12,1,1,4,"AR","AR-2006",2006
2,2,60,15,1,1,3,"AR","AR-2006",2006
1,2,64,7,1,1,3,"AR","AR-2006",2006
2,1,27,12,-11,1,3,"AR","AR-2006",2006
2,2,40,7,1,1,1,"AR","AR-2006",2006
1,1,46,7,-11,1,1,"AR","AR-2006",2006
1,1,23,15,1,1,4,"AR","AR-2006",2006
2,2,52,15,-11,1,4,"AR","AR-2006",2006
1,2,50,12,-11,1,1,"AR","AR-2006",2006
2,1,72,9,1,1,3,"AR","AR-2006",2006
3,1,40,12,-11,1,4,"AR","AR-2006",2006
2,2,50,11,1,1,3,"AR","AR-2006",2006
5,2,26,14,-11,1,1,"AR","AR-2006",2006
2,2,38,12,1,1,2,"AR","AR-2006",2006
1,2,26,16,-11,1,4,"AR","AR-2006",2006
1,2,46,7,-11,1,3,"AR","AR-2006",2006
99,2,36,11,1,1,,"AR","AR-2006",2006
2,2,42,12,-11,1,2,"AR","AR-2006",2006
2,1,46,18,-11,1,4,"AR","AR-2006",2006
2,2,58,7,1,1,4,"AR","AR-2006",2006
2,1,67,15,-11,1,4,"AR","AR-2006",2006
3,2,49,18,-11,1,4,"AR","AR-2006",2006
2,1,50,12,-11,1,4,"AR","AR-2006",2006
5,2,26,12,1,1,5,"AR","AR-2006",2006
2,1,62,10,-11,1,2,"AR","AR-2006",2006
5,2,42,15,-11,1,,"AR","AR-2006",2006
2,2,39,12,1,1,2,"AR","AR-2006",2006
3,1,48,7,-11,1,4,"AR","AR-2006",2006
1,2,54,12,-11,1,2,"AR","AR-2006",2006
2,1,58,10,-11,1,5,"AR","AR-2006",2006
1,2,30,12,-11,1,1,"AR","AR-2006",2006
4,1,20,12,-11,1,3,"AR","AR-2006",2006
2,2,35,7,1,1,,"AR","AR-2006",2006
2,2,31,12,-11,1,4,"AR","AR-2006",2006
1,2,49,12,-11,1,3,"AR","AR-2006",2006
3,1,50,9,1,1,4,"AR","AR-2006",2006
3,1,25,12,-11,1,3,"AR","AR-2006",2006
1,2,37,6,-11,1,3,"AR","AR-2006",2006
2,1,34,7,-11,1,3,"AR","AR-2006",2006
3,2,35,7,1,1,4,"AR","AR-2006",2006
2,2,36,14,-11,1,4,"AR","AR-2006",2006
2,2,25,15,-11,1,4,"AR","AR-2006",2006
2,2,25,14,-11,1,4,"AR","AR-2006",2006
1,2,40,10,-11,1,3,"AR","AR-2006",2006
1,2,47,7,-11,1,4,"AR","AR-2006",2006
1,1,19,13,-11,1,3,"AR","AR-2006",2006
99,2,57,,-11,1,1,"AR","AR-2006",2006
2,1,59,7,-11,1,4,"AR","AR-2006",2006
99,2,43,7,-11,1,,"AR","AR-2006",2006
3,1,51,15,1,1,4,"AR","AR-2006",2006
2,2,45,12,-11,1,3,"AR","AR-2006",2006
99,1,47,2,1,1,3,"AR","AR-2006",2006
2,1,30,10,-11,1,4,"AR","AR-2006",2006
2,2,35,15,-11,1,4,"AR","AR-2006",2006
2,2,65,2,-11,1,,"AR","AR-2006",2006
2,1,47,10,-11,1,4,"AR","AR-2006",2006
2,1,75,2,-11,1,3,"AR","AR-2006",2006
1,2,43,10,1,1,2,"AR","AR-2006",2006
99,2,32,7,-11,1,,"AR","AR-2006",2006
4,2,39,12,1,1,3,"AR","AR-2006",2006
1,1,35,9,-11,1,3,"AR","AR-2006",2006
1,1,27,15,-11,1,2,"AR","AR-2006",2006
3,2,63,2,1,1,2,"AR","AR-2006",2006
2,2,62,2,1,1,4,"AR","AR-2006",2006
2,1,28,11,-11,1,,"AR","AR-2006",2006
1,1,43,9,-11,1,4,"AR","AR-2006",2006
2,1,38,12,-11,1,5,"AR","AR-2006",2006
1,1,79,8,-11,1,,"AR","AR-2006",2006
2,2,25,10,1,1,2,"AR","AR-2006",2006
2,1,47,5,-11,1,3,"AR","AR-2006",2006
3,1,73,9,1,1,4,"AR","AR-2006",2006
1,1,25,13,-11,1,3,"AR","AR-2006",2006
1,1,44,7,-11,1,2,"AR","AR-2006",2006
99,2,57,7,-11,1,3,"AR","AR-2006",2006
4,1,54,7,-11,1,4,"AR","AR-2006",2006
2,1,59,1,-11,1,2,"AR","AR-2006",2006
2,2,30,12,1,1,2,"AR","AR-2006",2006
2,2,40,12,1,1,2,"AR","AR-2006",2006
2,1,64,2,1,1,2,"AR","AR-2006",2006
1,1,35,,-11,1,1,"AR","AR-2006",2006
1,1,55,7,1,1,2,"AR","AR-2006",2006
1,1,20,7,1,1,1,"AR","AR-2006",2006
1,1,51,7,-11,1,2,"AR","AR-2006",2006
2,1,40,10,-11,1,1,"AR","AR-2006",2006
3,1,24,7,-11,1,3,"AR","AR-2006",2006
2,2,50,7,-11,1,3,"AR","AR-2006",2006
1,2,30,7,1,1,3,"AR","AR-2006",2006
1,2,26,7,-11,1,3,"AR","AR-2006",2006
1,1,36,12,-11,1,2,"AR","AR-2006",2006
1,1,30,7,-11,1,3,"AR","AR-2006",2006
1,2,36,7,-11,1,2,"AR","AR-2006",2006
2,2,30,7,-11,1,3,"AR","AR-2006",2006
2,1,24,9,-11,1,3,"AR","AR-2006",2006
1,1,34,4,-11,1,1,"AR","AR-2006",2006
1,1,26,2,-11,1,1,"AR","AR-2006",2006
5,1,43,7,1,1,5,"AR","AR-2006",2006
1,2,27,7,1,1,1,"AR","AR-2006",2006
1,2,52,7,1,1,1,"AR","AR-2006",2006
2,2,48,7,-11,1,4,"AR","AR-2006",2006
1,1,36,12,-11,1,4,"AR","AR-2006",2006
1,1,33,12,-11,1,4,"AR","AR-2006",2006
1,2,31,8,-11,1,2,"AR","AR-2006",2006
2,2,43,9,-11,1,2,"AR","AR-2006",2006
1,1,26,12,-11,1,1,"AR","AR-2006",2006
1,2,54,9,-11,1,3,"AR","AR-2006",2006
1,2,34,18,-11,1,1,"AR","AR-2006",2006
3,2,23,12,1,1,1,"AR","AR-2006",2006
1,2,50,12,-11,1,5,"AR","AR-2006",2006
1,1,37,16,-11,1,5,"AR","AR-2006",2006
2,2,49,9,1,1,3,"AR","AR-2006",2006
1,1,27,12,-11,1,1,"AR","AR-2006",2006
3,2,34,15,1,1,3,"AR","AR-2006",2006
3,2,49,12,1,1,2,"AR","AR-2006",2006
1,1,32,12,-11,1,1,"AR","AR-2006",2006
4,2,57,15,1,1,3,"AR","AR-2006",2006
3,2,56,7,-11,1,3,"AR","AR-2006",2006
2,2,51,18,1,1,3,"AR","AR-2006",2006
2,2,84,12,1,1,4,"AR","AR-2006",2006
1,2,31,16,-11,1,5,"AR","AR-2006",2006
1,1,27,14,-11,1,4,"AR","AR-2006",2006
2,2,39,12,1,1,4,"AR","AR-2006",2006
2,2,36,14,1,1,3,"AR","AR-2006",2006
3,2,29,18,-11,1,5,"AR","AR-2006",2006
1,2,34,11,-11,1,4,"AR","AR-2006",2006
1,1,64,12,1,1,5,"AR","AR-2006",2006
1,2,34,10,1,1,3,"AR","AR-2006",2006
2,1,51,13,-11,1,4,"AR","AR-2006",2006
2,1,34,15,-11,1,2,"AR","AR-2006",2006
3,2,76,7,1,1,4,"AR","AR-2006",2006
2,1,47,7,-11,1,3,"AR","AR-2006",2006
4,2,31,8,-11,1,2,"AR","AR-2006",2006
1,2,71,2,1,1,,"AR","AR-2006",2006
2,1,35,10,-11,1,3,"AR","AR-2006",2006
1,2,27,9,1,1,4,"AR","AR-2006",2006
4,2,31,7,-11,1,3,"AR","AR-2006",2006
5,2,42,10,1,1,2,"AR","AR-2006",2006
1,2,41,12,1,1,2,"AR","AR-2006",2006
3,2,65,12,-11,1,4,"AR","AR-2006",2006
3,1,34,7,-11,1,3,"AR","AR-2006",2006
3,1,38,16,-11,1,3,"AR","AR-2006",2006
3,2,55,7,-11,1,4,"AR","AR-2006",2006
3,2,64,7,1,1,4,"AR","AR-2006",2006
99,2,23,7,1,1,3,"AR","AR-2006",2006
3,2,42,7,1,1,3,"AR","AR-2006",2006
3,2,50,7,-11,1,3,"AR","AR-2006",2006
1,2,28,7,1,1,3,"AR","AR-2006",2006
2,2,44,7,-11,1,5,"AR","AR-2006",2006
1,2,44,6,1,1,2,"AR","AR-2006",2006
1,2,57,8,-11,1,3,"AR","AR-2006",2006
5,1,49,9,-11,1,4,"AR","AR-2006",2006
1,2,27,12,1,1,2,"AR","AR-2006",2006
2,2,31,8,1,1,4,"AR","AR-2006",2006
3,2,29,11,-11,1,4,"AR","AR-2006",2006
2,2,29,10,-11,1,2,"AR","AR-2006",2006
2,2,19,12,-11,1,3,"AR","AR-2006",2006
2,2,28,15,-11,1,2,"AR","AR-2006",2006
2,1,34,18,-11,1,5,"AR","AR-2006",2006
2,1,25,25,-11,1,4,"AR","AR-2006",2006
3,2,47,18,-11,1,4,"AR","AR-2006",2006
99,2,29,16,-11,1,,"AR","AR-2006",2006
1,1,36,17,-11,1,5,"AR","AR-2006",2006
2,2,49,15,-11,1,2,"AR","AR-2006",2006
1,2,41,12,-11,1,3,"AR","AR-2006",2006
1,1,33,18,-11,1,3,"AR","AR-2006",2006
2,2,49,12,-11,1,4,"AR","AR-2006",2006
2,1,31,15,-11,1,4,"AR","AR-2006",2006
4,2,40,18,-11,1,3,"AR","AR-2006",2006
2,2,46,15,-11,1,4,"AR","AR-2006",2006
1,2,24,15,-11,1,2,"AR","AR-2006",2006
2,2,26,18,-11,1,2,"AR","AR-2006",2006
3,1,34,12,-11,1,4,"AR","AR-2006",2006
1,1,58,18,-11,1,4,"AR","AR-2006",2006
2,2,27,15,-11,1,4,"AR","AR-2006",2006
1,1,65,18,1,1,4,"AR","AR-2006",2006
2,1,48,18,-11,1,4,"AR","AR-2006",2006
2,2,30,18,-11,1,4,"AR","AR-2006",2006
2,2,41,18,-11,1,3,"AR","AR-2006",2006
1,1,25,16,-11,1,5,"AR","AR-2006",2006
2,2,72,18,1,1,5,"AR","AR-2006",2006
2,2,57,15,-11,1,3,"AR","AR-2006",2006
2,1,55,15,-11,1,4,"AR","AR-2006",2006
4,1,57,12,-11,1,4,"AR","AR-2006",2006
2,1,32,11,-11,1,3,"AR","AR-2006",2006
1,1,59,12,-11,1,4,"AR","AR-2006",2006
2,1,62,12,1,1,3,"AR","AR-2006",2006
2,2,49,15,-11,1,4,"AR","AR-2006",2006
2,1,63,18,-11,1,4,"AR","AR-2006",2006
1,2,40,18,-11,1,4,"AR","AR-2006",2006
2,1,30,18,-11,1,4,"AR","AR-2006",2006
2,2,75,12,1,1,4,"AR","AR-2006",2006
2,1,29,15,-11,1,4,"AR","AR-2006",2006
2,2,47,13,1,1,4,"AR","AR-2006",2006
1,1,42,,-11,1,3,"AR","AR-2006",2006
2,1,25,12,-11,1,4,"AR","AR-2006",2006
2,1,44,9,-11,1,3,"AR","AR-2006",2006
3,2,41,18,-11,1,4,"AR","AR-2006",2006
2,1,40,15,-11,1,4,"AR","AR-2006",2006
1,2,53,18,-11,1,4,"AR","AR-2006",2006
1,2,53,18,-11,1,2,"AR","AR-2006",2006
1,2,36,15,-11,1,4,"AR","AR-2006",2006
2,2,49,14,-11,1,1,"AR","AR-2006",2006
2,1,31,10,-11,1,4,"AR","AR-2006",2006
1,2,57,15,-11,1,3,"AR","AR-2006",2006
2,1,54,7,-11,1,3,"AR","AR-2006",2006
2,2,43,12,-11,1,3,"AR","AR-2006",2006
1,1,37,8,-11,1,5,"AR","AR-2006",2006
1,2,35,7,-11,1,2,"AR","AR-2006",2006
2,1,29,15,-11,1,4,"AR","AR-2006",2006
